Submission ID,Dataset ID,Task Name,Scored Time (seconds)
933,39,Quiz1Q4,5.7
934,39,Quiz1Q4,6.4
935,40,Quiz1Q5,5.1
936,40,Quiz1Q5,5.5
937,40,Quiz1Q5,8.6
938,37,Quiz1Q2,6.9
939,38,Quiz1Q3,7.2
940,41,Quiz1Q6,5.0
941,41,Quiz1Q6,4.9
942,41,Quiz1Q6,6.4
943,41,Quiz1Q6,5.6
944,37,Quiz1Q2,7.5
945,40,Quiz1Q5,5.1
946,37,Quiz1Q2,5.2
947,38,Quiz1Q3,9.9
948,39,Quiz1Q4,8.5
949,39,Quiz1Q4,8.4
950,41,Quiz1Q6,6.3
951,37,Quiz1Q2,5.1
952,39,Quiz1Q4,12.1
953,40,Quiz1Q5,8.4
954,41,Quiz1Q6,5.0
955,41,Quiz1Q6,4.9
956,40,Quiz1Q5,6.8
957,40,Quiz1Q5,5.5
958,41,Quiz1Q6,5.4
959,37,Quiz1Q2,6.0
960,41,Quiz1Q6,7.0
961,41,Quiz1Q6,5.4
964,38,Quiz1Q3,6.2
962,40,Quiz1Q5,7.1
963,37,Quiz1Q2,6.5
965,37,Quiz1Q2,5.5
966,38,Quiz1Q3,6.6
967,37,Quiz1Q2,6.4
968,41,Quiz1Q6,8.5
969,41,Quiz1Q6,7.3
970,36,Quiz1Q1,5.5
971,41,Quiz1Q6,5.3
972,38,Quiz1Q3,7.2
973,37,Quiz1Q2,5.4
974,37,Quiz1Q2,7.4
975,41,Quiz1Q6,5.2
976,37,Quiz1Q2,5.4
977,41,Quiz1Q6,5.1
978,41,Quiz1Q6,4.9
979,41,Quiz1Q6,5.8
980,37,Quiz1Q2,6.1
981,41,Quiz1Q6,7.1
982,39,Quiz1Q4,5.2
983,41,Quiz1Q6,6.8
984,41,Quiz1Q6,5.0
985,41,Quiz1Q6,5.9
986,37,Quiz1Q2,5.2
987,41,Quiz1Q6,6.7
988,39,Quiz1Q4,12.2
989,40,Quiz1Q5,5.4
990,41,Quiz1Q6,6.0
991,39,Quiz1Q4,5.0
992,37,Quiz1Q2,5.7
993,40,Quiz1Q5,5.1
994,37,Quiz1Q2,5.1
995,41,Quiz1Q6,5.8
996,41,Quiz1Q6,5.0
997,36,Quiz1Q1,6.8
998,37,Quiz1Q2,5.7
999,41,Quiz1Q6,5.1
1000,36,Quiz1Q1,7.4
1001,39,Quiz1Q4,16.0
1002,38,Quiz1Q3,14.7
1003,41,Quiz1Q6,9.3
1004,36,Quiz1Q1,7.7
1005,39,Quiz1Q4,4.1
1006,38,Quiz1Q3,5.9
1007,41,Quiz1Q6,7.7
1008,39,Quiz1Q4,6.6
1009,40,Quiz1Q5,7.8
1010,40,Quiz1Q5,6.2
1011,37,Quiz1Q2,6.0
1012,41,Quiz1Q6,5.0
1013,41,Quiz1Q6,5.8
1014,39,Quiz1Q4,5.0
1015,41,Quiz1Q6,5.6
1016,41,Quiz1Q6,5.3
1017,41,Quiz1Q6,5.1
1018,41,Quiz1Q6,7.6
1020,36,Quiz1Q1,6.2
1019,41,Quiz1Q6,8.1
1021,41,Quiz1Q6,5.8
1022,40,Quiz1Q5,7.1
1023,37,Quiz1Q2,5.0
1024,36,Quiz1Q1,4.9
1026,40,Quiz1Q5,5.8
1025,41,Quiz1Q6,6.4
1027,41,Quiz1Q6,4.9
1028,39,Quiz1Q4,6.5
1029,38,Quiz1Q3,5.1
1030,39,Quiz1Q4,7.7
1031,37,Quiz1Q2,5.6
1032,41,Quiz1Q6,5.0
1033,39,Quiz1Q4,7.2
1034,41,Quiz1Q6,9.3
1035,40,Quiz1Q5,5.4
1036,41,Quiz1Q6,4.9
1037,41,Quiz1Q6,5.6
1038,41,Quiz1Q6,5.0
1039,39,Quiz1Q4,7.7
1040,36,Quiz1Q1,4.9
1041,41,Quiz1Q6,5.1
1042,41,Quiz1Q6,6.8
1043,41,Quiz1Q6,5.0
1044,41,Quiz1Q6,5.1
1045,41,Quiz1Q6,5.2
1046,41,Quiz1Q6,8.3
1047,37,Quiz1Q2,5.5
1048,41,Quiz1Q6,6.3
1049,41,Quiz1Q6,7.3
1050,36,Quiz1Q1,5.1
1054,41,Quiz1Q6,2.5
1052,41,Quiz1Q6,9.7
1051,41,Quiz1Q6,9.9
1053,40,Quiz1Q5,5.8
1055,41,Quiz1Q6,7.3
1056,39,Quiz1Q4,5.1
1057,41,Quiz1Q6,5.0
1058,39,Quiz1Q4,2.5
1059,41,Quiz1Q6,7.2
1060,40,Quiz1Q5,5.2
1061,40,Quiz1Q5,7.6
1062,38,Quiz1Q3,5.5
1063,38,Quiz1Q3,5.3
1064,39,Quiz1Q4,5.1
1065,41,Quiz1Q6,10.2
1066,40,Quiz1Q5,9.7
1067,41,Quiz1Q6,8.0
1068,38,Quiz1Q3,6.3
1069,41,Quiz1Q6,7.8
1070,36,Quiz1Q1,6.7
1071,38,Quiz1Q3,5.2
1072,41,Quiz1Q6,5.1
1073,39,Quiz1Q4,8.0
1074,40,Quiz1Q5,5.2
1075,37,Quiz1Q2,7.1
1076,41,Quiz1Q6,5.1
1077,41,Quiz1Q6,5.1
1078,37,Quiz1Q2,5.1
1079,37,Quiz1Q2,4.9
1080,39,Quiz1Q4,6.0
1081,38,Quiz1Q3,12.1
1082,40,Quiz1Q5,7.4
1083,38,Quiz1Q3,5.5
1084,38,Quiz1Q3,5.1
1085,41,Quiz1Q6,5.0
1086,40,Quiz1Q5,6.1
1087,40,Quiz1Q5,5.1
1088,41,Quiz1Q6,7.0
1089,40,Quiz1Q5,5.2
1090,40,Quiz1Q5,4.9
1091,39,Quiz1Q4,2.9
1092,39,Quiz1Q4,2.5
1093,41,Quiz1Q6,5.2
1094,38,Quiz1Q3,5.9
1095,41,Quiz1Q6,6.2
1096,38,Quiz1Q3,13.0
1097,38,Quiz1Q3,8.6
1098,41,Quiz1Q6,5.4
1099,40,Quiz1Q5,7.7
1100,39,Quiz1Q4,6.9
1101,41,Quiz1Q6,7.1
1102,40,Quiz1Q5,5.1
1103,37,Quiz1Q2,5.1
1104,38,Quiz1Q3,17.2
1105,38,Quiz1Q3,19.1
1106,41,Quiz1Q6,8.4
1107,38,Quiz1Q3,5.3
1108,41,Quiz1Q6,5.0
1109,41,Quiz1Q6,5.0
1110,40,Quiz1Q5,5.6
1111,41,Quiz1Q6,5.5
1112,37,Quiz1Q2,5.1
1113,41,Quiz1Q6,4.9
1114,37,Quiz1Q2,7.0
1115,41,Quiz1Q6,5.0
1116,41,Quiz1Q6,6.7
1117,41,Quiz1Q6,5.5
1118,41,Quiz1Q6,5.5
1119,41,Quiz1Q6,8.2
1120,41,Quiz1Q6,6.0
1121,40,Quiz1Q5,7.7
1122,37,Quiz1Q2,5.8
1123,37,Quiz1Q2,5.8
1124,39,Quiz1Q4,2.9
1125,39,Quiz1Q4,5.2
1126,40,Quiz1Q5,5.1
1127,40,Quiz1Q5,5.7
1129,38,Quiz1Q3,7.1
1128,37,Quiz1Q2,15.0
1130,41,Quiz1Q6,7.8
1131,41,Quiz1Q6,6.5
1132,40,Quiz1Q5,6.0
1133,41,Quiz1Q6,5.1
1134,37,Quiz1Q2,5.3
1135,41,Quiz1Q6,5.8
1136,41,Quiz1Q6,5.1
1137,40,Quiz1Q5,6.0
1138,37,Quiz1Q2,5.5
1139,41,Quiz1Q6,4.9
1140,40,Quiz1Q5,5.7
1141,41,Quiz1Q6,5.2
1142,37,Quiz1Q2,5.6
1143,41,Quiz1Q6,5.2
1144,41,Quiz1Q6,6.0
1145,40,Quiz1Q5,5.9
1146,41,Quiz1Q6,7.6
1148,41,Quiz1Q6,5.8
1147,37,Quiz1Q2,7.8
1149,37,Quiz1Q2,5.4
1150,41,Quiz1Q6,8.4
1151,41,Quiz1Q6,6.9
1152,39,Quiz1Q4,5.9
1153,41,Quiz1Q6,5.6
1154,41,Quiz1Q6,5.3
1155,41,Quiz1Q6,5.1
1156,41,Quiz1Q6,5.2
1157,40,Quiz1Q5,5.5
1158,41,Quiz1Q6,5.4
1159,39,Quiz1Q4,6.5
1161,37,Quiz1Q2,9.3
1160,39,Quiz1Q4,12.9
1162,41,Quiz1Q6,7.4
1163,41,Quiz1Q6,5.1
1164,37,Quiz1Q2,6.6
1165,37,Quiz1Q2,6.2
1166,38,Quiz1Q3,6.9
1168,37,Quiz1Q2,9.3
1172,41,Quiz1Q6,5.8
1170,41,Quiz1Q6,11.4
1169,39,Quiz1Q4,11.5
1167,39,Quiz1Q4,15.6
1171,41,Quiz1Q6,10.7
1173,37,Quiz1Q2,7.9
1175,39,Quiz1Q4,3.1
1174,41,Quiz1Q6,7.2
1176,40,Quiz1Q5,9.1
1177,41,Quiz1Q6,8.4
1178,41,Quiz1Q6,7.6
1179,41,Quiz1Q6,6.2
1180,37,Quiz1Q2,5.4
1181,36,Quiz1Q1,12.0
1182,38,Quiz1Q3,10.1
1183,37,Quiz1Q2,8.8
1184,38,Quiz1Q3,7.6
1186,41,Quiz1Q6,2.6
1185,39,Quiz1Q4,15.6
1189,41,Quiz1Q6,9.7
1187,39,Quiz1Q4,10.7
1188,41,Quiz1Q6,9.7
1191,41,Quiz1Q6,7.5
1190,37,Quiz1Q2,7.6
1192,41,Quiz1Q6,8.9
1193,41,Quiz1Q6,8.2
1194,40,Quiz1Q5,6.7
1195,41,Quiz1Q6,5.4
1196,38,Quiz1Q3,5.1
1197,36,Quiz1Q1,6.6
1198,39,Quiz1Q4,12.6
